ID,Pred
2019_1101_1113,0.44386804083270726
2019_1101_1120,0.2924528983776484
2019_1101_1124,0.41897287526391663
2019_1101_1125,0.3800579928569788
2019_1101_1133,0.5613957348161559
2019_1101_1138,0.2702297550617219
2019_1101_1153,0.3196292730525105
2019_1101_1159,0.5251331709877368
2019_1101_1181,0.1886440466801675
2019_1101_1192,0.5768404584549056
2019_1101_1196,0.4493947976657054
2019_1101_1199,0.28081353502604894
2019_1101_1205,0.5714970529043153
2019_1101_1209,0.5148570929228106
2019_1101_1211,0.14047430816912765
2019_1101_1222,0.21267511126524727
2019_1101_1233,0.591571247316285
2019_1101_1234,0.42242498857835636
2019_1101_1235,0.3249026231656579
2019_1101_1242,0.29316609938540017
2019_1101_1243,0.2828926751333014
2019_1101_1246,0.21533389976047257
2019_1101_1251,0.40434227190510913
2019_1101_1257,0.36895255477064737
2019_1101_1261,0.26239768154168586
2019_1101_1266,0.3001238358917231
2019_1101_1268,0.3342439686210333
2019_1101_1276,0.21176676190908958
2019_1101_1277,0.2122829435541958
2019_1101_1278,0.4449026116277704
2019_1101_1279,0.38818183671147405
2019_1101_1280,0.31170843307899687
2019_1101_1285,0.505700731758555
2019_1101_1293,0.39106475240464483
2019_1101_1295,0.5950817589313656
2019_1101_1297,0.49092129043193344
2019_1101_1300,0.5983325251784617
2019_1101_1305,0.284272150787985
2019_1101_1308,0.39203075324407494
2019_1101_1314,0.2082885034759894
2019_1101_1318,0.47976836502809517
2019_1101_1326,0.4672364457388537
2019_1101_1328,0.42263004620366523
2019_1101_1330,0.5003720879874668
2019_1101_1332,0.4547629384611929
2019_1101_1341,0.5651651489672371
2019_1101_1345,0.25894946038473765
2019_1101_1371,0.4481113457572031
2019_1101_1385,0.4559562256291752
2019_1101_1387,0.4990027612315141
2019_1101_1388,0.4198807686757761
2019_1101_1393,0.38999439354008303
2019_1101_1396,0.45131527128324916
2019_1101_1397,0.21599100910782376
2019_1101_1403,0.2193007290240403
2019_1101_1414,0.4302398539143562
2019_1101_1416,0.3756179358286835
2019_1101_1429,0.3198916456208101
2019_1101_1433,0.3409499056012208
2019_1101_1436,0.43120421729464686
2019_1101_1437,0.3208779530150639
2019_1101_1438,0.16144900265899348
2019_1101_1439,0.2525789972052028
2019_1101_1449,0.3871530346185894
2019_1101_1458,0.3077320971564607
2019_1101_1459,0.2805469645285814
2019_1101_1463,0.4844519281317093
2019_1113_1120,0.3411840165595977
2019_1113_1124,0.4746435280668599
2019_1113_1125,0.43442396855310544
2019_1113_1133,0.6159295984956114
2019_1113_1138,0.31691646852253
2019_1113_1153,0.3705174142035201
2019_1113_1159,0.5808091165116251
2019_1113_1181,0.22559272015026582
2019_1113_1192,0.6307171774398331
2019_1113_1196,0.5055902750848059
2019_1113_1199,0.32850566407032433
2019_1113_1205,0.6256125440270816
2019_1113_1209,0.5707530319375517
2019_1113_1211,0.16996465026242144
2019_1113_1222,0.2528637061704893
2019_1113_1233,0.6447275651846455
2019_1113_1234,0.4781768373657163
2019_1113_1235,0.37616614919326163
2019_1113_1242,0.34195862197422433
2019_1113_1243,0.33077550931633604
2019_1113_1246,0.2558616426185827
2019_1113_1251,0.45960667029676017
2019_1113_1257,0.42281339062911466
2019_1113_1261,0.3083029207951014
2019_1113_1266,0.3495017712584219
2019_1113_1268,0.38613835687649173
2019_1113_1276,0.2518386131205248
2019_1113_1277,0.25242119076277675
2019_1113_1278,0.5010475296772419
2019_1113_1279,0.44287971748369487
2019_1113_1280,0.3620064819315877
2019_1113_1285,0.5617536479257546
2019_1113_1293,0.44587281499866616
2019_1113_1295,0.6480530082101424
2019_1113_1297,0.5471493599398618
2019_1113_1300,0.6511278254046929
2019_1113_1305,0.33228028570267193
2019_1113_1308,0.4468748470670278
2019_1113_1314,0.24790918177616858
2019_1113_1318,0.5360641479399606
2019_1113_1326,0.5235415845700212
2019_1113_1328,0.47838654269422676
2019_1113_1330,0.556499326968723
2019_1113_1332,0.5110066923780431
2019_1113_1341,0.6195479553846986
2019_1113_1345,0.30450048612780445
2019_1113_1371,0.5042933240702528
2019_1113_1385,0.5122089194526254
2019_1113_1387,0.5551470682610301
2019_1113_1388,0.47557331628629507
2019_1113_1393,0.44476201191716586
2019_1113_1396,0.5075295363912353
2019_1113_1397,0.2566019818758302
2019_1113_1403,0.26032736851019317
2019_1113_1414,0.4861549568600109
2019_1113_1416,0.42978909859756403
2019_1113_1429,0.37079879337145727
